term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust
idiocy,1,0,1,0,0,1,0,1,0,0
idiot,0,0,1,0,0,1,0,0,0,0
idiotic,1,0,1,0,0,1,0,0,0,0
idolatry,0,0,1,1,0,1,0,0,0,0
ignorant,0,0,1,0,0,1,0,0,0,0
ill,1,0,1,1,0,1,0,1,0,0
illegal,1,0,1,1,0,1,0,1,0,0
illegality,1,0,1,1,0,1,0,0,0,0
illegitimate,1,0,1,1,0,1,0,1,1,0
illicit,1,0,1,1,0,1,0,0,0,0
illiterate,0,0,1,0,0,1,0,0,0,0
illness,0,0,0,1,0,1,0,1,0,0
illuminate,0,1,0,0,1,0,1,0,1,0
illumination,0,0,0,0,1,0,1,0,1,1
illusion,0,0,0,0,0,1,0,0,1,0
immaculate,0,0,0,0,1,0,1,0,0,1
immature,0,1,0,0,0,1,0,0,0,0
immaturity,1,1,0,0,0,1,0,0,0,0
immediately,0,1,0,0,0,1,1,0,0,0
immerse,0,1,0,1,1,0,1,0,1,1
imminent,0,1,0,1,0,0,0,0,0,0
immoral,1,0,1,1,0,1,0,1,0,0
immorality,1,0,1,0,0,1,0,0,0,0
immovable,0,0,0,0,0,1,1,0,0,1
impart,0,0,0,0,0,0,1,0,0,1
impartial,0,0,0,0,0,0,1,0,0,1
impartiality,0,0,0,0,0,0,1,0,0,1
impatient,0,1,0,0,0,1,0,0,0,0
impeach,0,0,1,1,0,1,0,0,0,0
impeccable,0,0,0,0,0,0,1,0,0,1
impending,0,1,0,1,0,0,0,0,0,0
impermeable,1,0,0,1,0,0,0,0,0,0
implicate,1,0,0,0,0,1,0,0,0,0
impolite,0,0,1,0,0,1,0,0,0,0
importance,0,1,0,0,0,0,1,0,0,0
important,0,0,0,0,0,0,1,0,0,1
impossible,0,0,0,0,0,1,0,1,0,0
impotence,1,0,0,1,0,1,0,1,0,0
imprisoned,1,0,1,1,0,1,0,1,0,0
imprisonment,1,0,1,1,0,1,0,1,0,0
improve,0,1,0,0,1,0,1,0,0,1
improvement,0,0,0,0,1,0,1,0,0,1
improvise,0,1,0,0,0,0,1,0,1,0
imprudent,0,0,0,0,0,1,0,1,0,0
impure,0,0,1,0,0,1,0,0,0,0
impurity,0,0,1,0,0,1,0,0,0,0
inability,0,0,0,0,0,1,0,1,0,0
inadequate,0,0,0,0,0,1,0,1,0,0
inadmissible,1,0,1,0,0,1,0,0,0,0
inappropriate,1,0,1,0,0,1,0,1,0,0
inattention,1,0,0,0,0,1,0,0,0,0
inauguration,0,1,0,0,1,0,1,0,0,1
incarceration,1,0,1,1,0,1,0,1,0,0
incase,1,0,1,1,0,1,0,1,0,0
incendiary,1,0,0,1,0,1,0,0,1,0
incense,1,0,0,0,0,1,0,0,0,0
incest,1,0,1,1,0,1,0,1,0,0
incestuous,0,0,1,0,0,1,0,0,0,0
incite,1,1,0,1,0,1,0,0,0,0
income,0,1,0,0,1,1,1,1,0,1
incompatible,1,0,1,0,0,1,0,1,0,0
incompetent,1,0,0,0,0,1,0,1,0,0
incongruous,1,0,0,0,0,1,0,0,0,0
inconsequential,0,0,0,0,0,1,0,1,0,0
inconsiderate,1,0,1,0,0,1,0,1,0,0
inconvenient,1,0,1,0,0,1,0,1,0,0
incredulous,1,0,1,0,0,1,0,0,0,0
incrimination,0,0,0,1,0,1,0,1,0,0
incubus,0,0,1,1,0,1,0,0,0,0
incurable,1,0,1,1,0,1,0,1,0,0
incursion,0,0,0,1,0,1,0,0,0,0
indecency,1,0,1,0,0,0,0,0,0,0
indecent,0,0,1,0,0,1,0,0,0,0
indefensible,0,0,0,1,0,1,0,0,0,0
indelible,0,0,0,0,0,0,1,0,0,1
indemnity,0,0,0,0,0,0,1,0,0,1
indenture,1,0,0,0,0,1,0,0,0,0
independence,0,1,0,0,1,0,1,0,1,1
indestructible,0,0,0,0,0,0,1,0,0,1
indict,1,0,0,1,0,1,0,0,0,0
indictment,0,0,0,1,0,1,0,0,0,0
indifference,1,0,1,1,0,1,0,1,0,0
indigent,0,0,0,0,0,1,0,1,0,0
indignant,1,0,0,0,0,1,0,0,0,0
indignation,1,0,1,0,0,1,0,0,0,0
indoctrination,1,0,0,1,0,1,0,0,0,0
indomitable,0,0,0,1,0,0,1,0,0,0
ineffectual,0,0,1,0,0,1,0,0,0,0
inefficiency,0,0,1,0,0,1,0,1,0,0
inefficient,0,0,0,0,0,1,0,1,0,0
inept,1,0,1,0,0,1,0,0,0,0
ineptitude,0,0,1,1,0,1,0,1,0,0
inequality,1,0,0,1,0,1,0,1,0,0
inexcusable,1,0,1,0,0,1,0,1,0,0
inexplicable,0,0,0,0,0,1,0,0,1,0
infamous,1,0,1,1,0,1,0,0,0,0
infamy,0,0,0,0,0,1,0,1,0,0
infant,0,1,0,1,1,0,1,0,1,0
infanticide,1,1,1,1,0,1,0,1,0,0
infantile,1,0,1,0,0,1,0,0,0,0
infarct,0,0,0,1,0,1,0,0,1,0
infect,0,0,1,0,0,1,0,0,0,0
infection,0,0,0,1,0,1,0,0,0,0
infectious,0,0,1,1,0,1,0,1,0,0
inferior,0,0,0,0,0,1,0,1,0,0
inferno,1,0,0,1,0,1,0,0,0,0
infertility,0,0,0,0,0,1,0,1,0,0
infestation,0,0,1,1,0,1,0,0,0,0
infidel,1,0,1,1,0,1,0,0,0,0
infidelity,1,0,1,1,0,1,0,1,0,0
infiltration,0,0,0,0,0,1,1,0,0,0
infinity,0,1,0,0,1,0,1,0,0,1
infirmity,0,0,0,1,0,1,0,0,0,0
inflation,0,0,0,1,0,1,0,0,0,0
inflict,1,0,0,1,0,1,0,1,0,0
infliction,0,0,0,1,0,1,0,1,0,0
influence,0,0,0,0,0,1,1,0,0,0
influential,0,0,0,0,0,0,1,0,0,1
infraction,1,0,0,0,0,1,0,0,0,0
inheritance,0,1,0,0,1,0,1,0,1,1
inhibit,1,0,1,0,0,1,0,1,0,0
inhospitable,0,0,0,0,0,1,0,1,0,0
inhuman,1,0,1,1,0,1,0,1,0,0
inhumanity,0,0,0,0,0,1,0,1,0,0
inimical,1,0,0,0,0,1,0,1,0,0
inimitable,0,0,0,0,0,0,1,0,0,1
iniquity,0,0,1,0,0,1,0,0,0,0
injure,1,0,0,1,0,1,0,1,0,0
injured,0,0,0,1,0,1,0,1,0,0
injurious,1,0,0,1,0,1,0,1,0,0
injury,1,0,0,1,0,1,0,1,0,0
injustice,1,0,0,0,0,1,0,0,0,0
inmate,0,0,1,1,0,1,0,0,0,0
innocent,0,0,0,0,0,0,1,0,0,1
inoculation,0,1,0,0,0,0,0,0,0,1
inoperative,1,0,0,0,0,1,0,0,0,0
inquiry,0,1,0,0,0,0,1,0,0,0
insane,1,0,0,1,0,1,0,0,0,0
insanity,1,0,1,1,0,1,0,1,0,0
insecure,1,0,0,1,0,1,0,1,0,0
insecurity,0,0,0,1,0,1,0,0,0,0
inseparable,0,0,0,0,1,0,1,0,0,1
insidious,1,0,1,1,0,1,0,0,0,0
insignificant,1,0,0,0,0,1,0,1,0,0
insolvency,0,0,0,1,0,1,0,1,1,0
insolvent,0,0,0,1,0,1,0,1,0,1
inspiration,0,1,0,0,1,0,1,0,0,0
inspire,0,1,0,0,1,0,1,0,0,1
inspired,0,0,0,0,1,0,1,0,1,1
instability,0,0,1,1,0,1,0,0,0,0
instinctive,1,0,1,1,0,0,1,0,0,0
instruct,0,0,0,0,0,0,1,0,0,1
instruction,0,0,0,0,0,0,1,0,0,1
instructions,0,1,0,0,0,0,0,0,0,1
instructor,0,1,0,0,0,0,1,0,0,1
insufficiency,1,0,0,0,0,1,0,0,0,0
insult,1,0,1,0,0,1,0,1,1,0
insulting,1,0,1,1,0,1,0,1,0,0
insure,0,0,0,0,0,0,1,0,0,1
insurmountable,0,0,0,1,0,1,0,1,0,0
insurrection,1,0,0,0,0,1,0,0,0,0
intact,0,0,0,0,0,0,1,0,0,1
integrity,0,0,0,0,0,0,1,0,0,1
intelligence,0,0,0,1,1,0,1,0,0,1
intelligent,0,0,0,0,0,0,1,0,0,1
intended,0,1,0,0,0,0,1,0,0,0
intense,1,0,1,1,1,1,1,0,1,1
inter,0,0,0,0,0,1,0,1,0,0
intercede,0,0,0,1,0,0,0,1,0,0
interested,0,0,1,0,0,0,1,1,0,0
interior,0,0,1,0,0,0,1,0,0,1
interment,0,0,0,0,0,1,0,1,0,0
interminable,1,1,0,0,0,1,1,0,0,0
interrupt,1,0,0,0,0,1,0,0,1,0
interrupted,0,0,0,0,0,1,0,1,0,0
intervention,0,0,0,0,0,1,1,1,0,0
intimate,0,1,0,0,1,0,1,0,0,1
intimately,0,1,0,1,1,0,0,0,0,0
intimidate,0,0,0,1,0,1,0,0,0,0
intimidation,1,0,0,1,0,1,0,0,0,0
intolerable,1,0,0,0,0,1,0,0,0,0
intolerance,1,0,1,1,0,1,0,0,0,0
intolerant,1,0,1,1,0,1,0,1,0,0
intoxicated,0,0,1,0,0,1,0,0,0,0
intractable,1,0,0,0,0,1,0,0,0,0
intrigue,0,1,0,1,0,1,0,0,1,0
intruder,1,0,0,1,0,1,0,0,1,0
intrusion,0,0,0,1,0,1,0,0,0,0
intrusive,1,0,1,1,0,1,0,0,1,0
intuition,0,0,0,0,0,0,1,0,0,1
invade,1,0,0,1,0,1,0,1,1,0
invader,1,0,0,1,0,1,0,1,0,0
invasion,1,0,0,0,0,1,0,0,0,0
invitation,0,1,0,0,0,0,1,0,0,0
invite,0,1,0,0,1,0,1,0,1,1
inviting,0,1,0,0,1,0,1,0,1,1
invocation,0,1,0,0,0,0,0,0,0,1
involution,1,0,0,0,0,1,0,0,0,0
irate,1,0,0,0,0,1,0,0,0,0
ire,1,0,0,0,0,1,0,0,0,0
iron,0,0,0,0,0,0,1,0,0,1
irrational,0,0,1,1,0,1,0,0,0,0
irreconcilable,1,0,0,1,0,1,0,1,0,0
irrefutable,0,0,0,0,0,0,1,0,0,1
irreparable,0,0,0,1,0,1,0,1,0,0
irritability,1,0,0,0,0,1,0,0,0,0
irritable,1,0,0,0,0,1,0,0,0,0
irritating,1,0,1,0,0,1,0,0,0,0
irritation,1,0,1,0,0,1,0,1,0,0
isolated,0,0,0,1,0,1,0,1,0,0
isolation,0,0,0,0,0,1,0,1,0,0
jackpot,0,1,0,0,1,0,1,0,1,0
jail,0,0,0,1,0,1,0,1,0,0
jarring,0,0,0,1,0,1,0,1,0,0
jaundice,0,0,0,1,0,1,0,0,0,0
jealous,1,0,1,0,0,1,0,0,0,0
jealousy,1,0,1,1,0,1,0,1,0,0
jeopardize,1,0,0,1,0,1,0,0,0,0
jeopardy,0,1,0,1,0,1,0,0,0,0
jerk,1,0,0,0,0,0,0,0,1,0
jest,0,0,0,0,1,0,1,0,1,0
john,0,0,1,0,0,1,0,0,0,0
joker,0,0,0,0,1,0,1,0,1,0
journey,0,1,0,1,1,0,1,0,0,0
jovial,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joyful,0,0,0,0,1,0,1,0,0,1
joyous,0,0,0,0,1,0,1,0,0,0
jubilant,0,0,0,0,1,0,1,0,1,1
jubilee,0,0,0,0,1,0,1,0,1,0
judicial,0,1,0,0,0,0,1,0,0,1
judiciary,0,1,0,0,0,0,0,0,0,1
judicious,0,0,0,0,0,0,1,0,0,1
jump,0,0,0,0,1,0,1,0,0,0
justice,0,0,0,0,0,0,1,0,0,1
justifiable,0,0,0,0,0,0,1,0,0,1
khan,0,0,0,1,0,0,0,0,0,1
kick,1,0,0,0,0,1,0,0,0,0
kidnap,1,0,0,1,0,1,0,1,1,0
kill,0,0,0,1,0,1,0,1,0,0
killing,1,0,0,1,0,1,0,1,0,0
kind,0,0,0,0,1,0,1,0,0,1
kindred,0,1,0,0,1,0,1,0,0,1
kiss,0,1,0,0,1,0,1,0,1,0
kite,0,0,1,0,0,1,0,0,0,0
kitten,0,0,0,0,1,0,1,0,0,1
knell,0,0,0,1,0,1,0,1,0,0
kudos,0,0,0,0,1,0,1,0,0,0
labor,0,1,0,0,1,0,1,0,1,1
labored,0,0,0,0,0,1,0,1,0,0
labyrinth,0,1,0,0,0,1,0,0,0,0
lace,1,0,0,1,0,1,1,1,0,1
lagging,1,1,1,0,0,1,0,1,0,0
lamb,0,0,0,0,1,0,1,0,0,1
lament,0,0,1,1,0,1,0,1,0,0
landslide,0,0,0,1,0,1,0,1,0,0
languishing,0,0,0,1,0,1,0,1,0,0
larceny,0,0,1,0,0,1,0,0,0,0
larger,0,0,1,0,0,0,0,0,1,1
laser,0,0,0,0,0,0,1,0,0,1
lash,1,0,0,1,0,1,0,0,0,0
late,0,0,0,0,0,1,0,1,0,0
latent,1,1,1,0,0,1,0,0,1,0
latrines,0,0,1,0,0,1,0,0,0,0
laugh,0,0,0,0,1,0,1,0,1,0
laughable,0,0,1,0,0,1,0,0,0,0
laughing,0,0,0,0,1,0,1,0,0,0
laughter,0,1,0,0,1,0,1,0,1,0
launch,0,1,0,0,0,0,1,0,0,0
laureate,0,0,0,0,0,0,1,0,0,1
laurels,0,0,0,0,1,0,1,0,0,0
lava,1,0,0,1,0,1,0,0,0,0
lawful,0,0,0,0,0,0,1,0,0,1
lawlessness,1,0,0,1,0,1,0,0,0,0
lawsuit,1,0,1,1,0,1,0,1,1,0
lawyer,1,0,1,1,0,1,0,0,0,0
lax,0,0,0,0,0,1,0,1,0,0
laxative,0,0,1,1,0,1,0,0,0,0
leader,0,0,0,0,0,0,1,0,0,1
leave,0,0,0,0,0,1,0,1,1,0
leeches,0,0,1,1,0,1,0,0,0,0
leer,0,0,1,0,0,1,0,0,0,0
legal,0,0,0,0,0,0,1,0,0,1
legalized,1,0,0,1,1,0,1,0,0,1
leisure,0,1,0,0,1,0,1,0,1,1
lemon,0,0,1,0,0,1,0,0,0,0
leprosy,0,0,1,1,0,1,0,1,0,0
lesbian,0,0,1,0,0,1,0,1,0,0
lessen,0,1,0,0,0,1,0,0,0,0
lesser,0,0,1,0,0,1,0,0,0,0
lesson,0,1,0,0,0,0,1,0,0,1
lethal,0,0,1,1,0,1,0,1,0,0
lethargy,0,0,0,0,0,1,0,1,0,0
lettered,0,1,0,0,0,0,1,0,0,1
leukemia,1,0,0,1,0,1,0,1,0,0
level,0,0,0,0,0,0,1,0,0,1
lewd,0,0,1,0,0,1,0,0,0,0
liar,0,0,1,0,0,1,0,0,0,0
libel,1,0,0,1,0,1,0,0,0,1
liberal,0,0,0,0,0,1,1,0,0,0
liberate,1,1,0,0,1,0,1,0,1,1
liberation,0,1,0,0,1,0,1,0,1,0
liberty,0,1,0,0,1,0,1,0,1,1
lick,0,0,1,0,0,1,0,0,0,0
lie,1,0,1,0,0,1,0,1,0,0
lifeless,0,0,0,1,0,1,0,1,0,0
lightning,1,0,0,1,0,0,0,0,1,0
liking,0,0,0,0,1,0,1,0,0,1
limited,1,0,0,0,0,1,0,1,0,0
linguist,0,0,0,0,0,0,1,0,0,1
lion,0,0,0,1,0,0,1,0,0,0
liquor,1,0,0,0,1,1,0,1,0,0
listless,0,0,0,0,0,1,0,1,0,0
litigate,1,1,1,1,0,1,0,1,0,0
litigious,1,0,1,0,0,1,0,0,0,0
livid,1,0,1,0,0,1,0,0,0,0
loath,1,0,0,0,0,1,0,0,0,0
loathe,1,0,1,0,0,1,0,0,0,0
loathing,0,0,1,0,0,1,0,0,0,0
loathsome,1,0,1,0,0,1,0,0,0,0
lockup,0,0,0,1,0,1,0,1,0,0
locust,0,0,0,1,0,1,0,0,0,0
loneliness,0,0,0,1,0,1,0,1,0,0
lonely,1,0,1,1,0,1,0,1,0,0
lonesome,0,0,0,0,0,1,0,1,0,0
longing,0,1,0,0,0,0,0,1,0,0
loo,0,0,1,0,0,1,0,0,0,0
loom,0,1,0,1,0,1,0,0,0,0
loon,0,0,1,0,0,1,0,0,0,0
lord,0,0,1,0,0,1,1,0,0,1
lose,1,0,1,1,0,1,0,1,1,0
losing,1,0,0,0,0,1,0,1,0,0
loss,1,0,0,1,0,1,0,1,0,0
lost,0,0,0,0,0,1,0,1,0,0
loudness,1,0,0,0,0,1,0,0,0,0
louse,0,0,1,0,0,1,0,0,0,0
lovable,0,0,0,0,1,0,1,0,0,1
love,0,0,0,0,1,0,1,0,0,0
lovely,0,1,0,0,1,0,1,1,1,1
lovemaking,0,0,0,0,1,0,1,0,0,1
lover,0,1,0,0,1,0,1,0,0,1
loving,0,0,0,0,1,0,1,0,0,1
lower,0,0,0,0,0,1,0,1,0,0
lowest,0,0,0,0,0,1,0,1,0,0
lowly,0,0,0,0,0,1,0,1,0,0
loyal,0,0,0,1,1,0,1,0,1,1
loyalty,0,0,0,0,0,0,1,0,0,1
luck,0,1,0,0,1,0,1,0,1,0
lucky,0,0,0,0,1,0,1,0,1,0
lumpy,0,0,1,0,0,1,0,0,0,0
lunacy,1,0,1,1,0,1,0,1,0,0
lunatic,1,0,1,1,0,1,0,0,0,0
lurid,0,0,1,0,0,1,0,0,0,0
luscious,0,1,0,0,1,0,1,0,0,0
lush,0,0,1,0,0,1,0,1,0,0
lust,0,1,0,0,0,1,0,0,0,0
luster,0,0,0,0,1,0,1,0,0,0
luxurious,0,0,0,0,1,0,1,0,0,0
luxury,0,0,0,0,1,0,1,0,0,0
lying,1,0,1,0,0,1,0,0,0,0
lynch,1,0,1,1,0,1,0,1,0,0
lyre,0,0,0,0,1,0,1,0,0,0
lyrical,0,0,0,0,1,0,1,0,0,0
mace,0,0,0,1,0,1,0,0,0,0
mad,1,0,1,1,0,1,0,1,0,0
madden,1,0,0,1,0,1,0,0,0,0
madman,1,0,0,1,0,1,0,0,0,0
madness,1,0,0,1,0,1,0,0,0,0
mafia,0,0,0,1,0,1,0,0,0,0
maggot,0,0,1,0,0,1,0,0,0,0
magical,0,1,0,0,1,0,1,0,1,0
magnet,0,0,0,0,0,0,1,0,0,1
magnificence,0,1,0,0,1,0,1,0,0,1
magnificent,0,1,0,0,1,0,1,0,1,1
mainstay,0,0,0,0,0,0,1,0,0,1
majestic,0,1,0,0,1,0,1,0,1,1
majesty,0,0,0,0,0,0,1,0,0,1
majority,0,0,0,0,1,0,1,0,0,1
malaise,0,0,0,0,0,1,0,1,0,0
malaria,0,0,1,1,0,1,0,1,0,0
malevolent,1,0,1,1,0,1,0,1,0,0
malfeasance,0,0,1,0,0,1,0,0,0,0
malice,1,0,0,1,0,1,0,0,0,0
malicious,1,0,1,1,0,1,0,1,0,0
malign,1,0,1,0,0,1,0,0,0,0
malignancy,0,0,0,1,0,1,0,1,0,0
malignant,1,0,0,1,0,1,0,0,0,0
malpractice,1,0,0,0,0,1,0,0,0,0
manage,0,0,0,0,0,0,1,0,0,1
management,0,0,0,0,0,0,1,0,0,1
mandamus,0,0,0,1,0,1,0,0,0,0
mandarin,0,0,0,0,0,0,1,0,0,1
mange,0,0,1,1,0,1,0,0,0,0
mangle,1,0,1,1,0,1,0,1,0,0
maniac,1,0,0,1,0,1,0,0,0,0
manipulation,1,0,0,1,0,1,0,0,0,0
manslaughter,1,0,1,1,0,1,0,1,1,0
manure,0,0,1,0,0,1,0,0,0,0
margin,0,0,0,0,0,1,0,1,0,0
marriage,0,1,0,0,1,0,1,0,0,1
marrow,0,0,0,0,1,0,1,0,0,1
marry,0,1,0,1,1,0,1,0,1,1
marshal,0,0,0,0,0,0,1,0,0,1
martyr,0,0,0,1,0,1,0,1,0,0
martyrdom,0,0,0,1,0,1,0,1,0,0
marvel,0,0,0,0,0,0,1,0,1,0
marvelous,0,0,0,0,1,0,1,0,0,0
marvelously,0,0,0,0,1,0,1,0,0,0
masochism,1,0,1,1,0,1,0,0,0,0
massacre,1,0,1,1,0,1,0,1,0,0
massage,0,0,0,0,1,0,1,0,0,0
masterpiece,0,0,0,0,1,0,1,0,0,0
mastery,1,0,0,0,1,0,1,0,0,1
mate,0,0,0,0,0,0,1,0,0,1
materialist,0,0,1,0,0,1,0,0,0,0
maternal,0,1,0,0,0,1,1,0,0,0
matrimony,0,1,0,0,1,0,1,0,0,1
matron,0,0,0,0,0,0,1,0,0,1
meaningless,0,0,0,0,0,1,0,1,0,0
measles,0,0,1,1,0,1,0,1,0,0
measured,0,0,0,0,0,0,1,0,0,1
medal,0,1,0,0,1,0,1,0,1,1
meddle,1,0,0,0,0,1,0,0,0,0
mediate,0,1,0,0,0,0,1,0,0,1
mediator,0,1,0,0,0,0,1,0,0,1
medical,0,1,0,1,0,0,1,0,0,1
meditate,0,1,0,0,1,0,1,0,0,1
melancholic,0,0,0,0,0,1,0,1,0,0
melancholy,0,0,0,0,0,1,0,1,0,0
melee,0,0,0,1,0,1,0,0,0,0
melodrama,1,0,0,0,0,1,0,1,0,0
meltdown,0,0,0,0,0,1,0,1,0,0
memorable,0,0,0,0,1,0,1,0,1,1
menace,1,0,0,1,0,1,0,0,0,0
menacing,1,0,0,1,0,1,0,0,0,0
mentor,0,0,0,0,0,0,1,0,0,1
mercenary,0,0,0,1,0,1,0,0,0,0
merciless,0,0,0,1,0,1,0,0,0,0
merge,0,1,0,0,0,0,1,0,0,0
merit,0,0,0,0,0,0,1,0,0,1
meritorious,0,0,0,0,1,0,1,0,0,1
merriment,0,0,0,0,1,0,1,0,1,0
merry,0,0,0,0,1,0,1,0,0,0
mess,0,0,1,0,0,1,0,0,0,0
messy,0,0,1,0,0,1,0,0,0,0
midwife,0,1,0,0,1,1,1,0,0,1
mighty,1,0,0,1,1,0,1,0,0,1
mildew,0,0,1,0,0,1,0,0,0,0
militia,1,0,0,1,0,1,0,1,0,0
mimicry,0,0,0,0,0,1,0,0,1,0
ministry,0,0,0,0,1,0,1,0,0,1
miracle,0,1,0,0,1,0,1,0,1,1
miraculous,0,0,0,0,1,0,1,0,1,0
mire,0,0,1,0,0,1,0,0,0,0
mirth,0,0,0,0,1,0,1,0,0,0
misbehavior,1,0,1,0,0,1,0,0,1,0
miscarriage,0,0,0,1,0,1,0,1,0,0
misconception,1,0,1,1,0,1,0,0,0,0
misconduct,0,0,1,0,0,1,0,0,0,0
miserable,1,0,1,0,0,1,0,1,0,0
miserably,0,0,0,0,0,1,0,1,0,0
misery,1,0,1,1,0,1,0,1,0,0
misfortune,0,0,0,1,0,1,0,1,0,0
misguided,0,0,1,0,0,1,0,0,0,0
mishap,0,0,1,1,0,1,0,1,1,0
mislead,1,0,0,1,0,1,0,0,0,1
misleading,1,0,1,0,0,1,0,0,0,0
misplace,1,0,1,0,0,1,0,0,0,0
misrepresentation,0,0,0,0,0,1,0,1,0,0
misrepresented,1,0,0,0,0,1,0,0,0,0
missing,0,0,0,1,0,1,0,1,0,0
misstatement,1,0,1,0,0,1,0,0,0,0
mistake,0,0,0,0,0,1,0,1,0,0
mistaken,0,0,0,1,0,1,0,0,0,0
mistress,1,0,1,0,0,1,0,0,0,0
mistrust,0,0,1,1,0,1,0,0,0,0
misunderstanding,1,0,0,0,0,1,0,1,0,0
mite,0,0,1,0,0,1,0,0,0,0
moan,0,0,0,1,0,0,0,1,0,0
mob,1,0,0,1,0,1,0,0,0,0
mockery,0,0,1,0,0,1,0,0,0,0
mocking,1,0,1,0,0,1,0,1,0,0
moderator,0,0,0,0,0,0,1,0,0,1
modest,0,0,0,0,0,0,1,0,0,1
molestation,1,0,1,1,0,1,0,1,0,0
momentum,0,1,0,0,0,0,1,0,0,0
monetary,0,1,0,0,0,0,1,0,0,0
money,1,1,0,0,1,0,1,0,1,1
monk,0,0,0,0,0,0,1,0,0,1
monochrome,0,0,1,0,0,1,0,0,0,0
monsoon,0,0,0,0,0,1,0,1,0,0
monster,0,0,0,1,0,1,0,0,0,0
monstrosity,1,0,1,1,0,1,0,0,1,0
moody,1,0,0,0,0,1,0,1,0,0
moral,1,0,0,0,0,0,1,0,0,1
morality,0,0,0,0,0,0,1,0,0,1
morals,1,1,1,0,1,0,1,0,1,1
morbid,0,0,0,0,0,1,0,1,0,0
morbidity,1,0,1,1,0,1,0,1,0,0
morgue,0,0,1,1,0,1,0,1,0,0
moribund,0,0,0,0,0,1,0,1,0,0
mortality,1,0,0,1,0,1,0,1,0,0
mortification,0,1,1,1,0,1,0,1,0,0
mortuary,0,0,0,1,0,1,0,1,0,0
mosquito,1,0,1,0,0,1,0,0,0,0
mother,0,1,0,0,1,1,1,1,0,1
motherhood,0,0,0,0,1,0,1,0,0,1
mourn,0,0,0,0,0,1,0,1,0,0
mournful,1,0,0,1,0,1,0,1,0,0
mourning,0,0,0,0,0,1,0,1,0,0
muck,0,0,1,0,0,1,0,0,0,0
muddy,0,0,1,0,0,1,0,0,0,0
muff,1,0,1,0,0,1,0,0,0,0
mug,1,0,0,1,0,1,1,1,0,0
mule,1,0,0,0,0,1,0,0,0,1
mum,0,0,0,1,0,1,0,0,0,0
murder,1,0,1,1,0,1,0,1,1,0
murderer,1,0,1,1,0,1,0,1,0,0
murderous,1,0,1,1,0,1,0,1,1,0
murky,0,0,1,0,0,1,0,1,0,0
music,0,0,0,0,1,0,1,1,0,0
musical,1,1,0,0,1,0,1,1,1,1
musty,0,0,1,0,0,1,0,0,0,0
mutable,0,1,0,0,0,0,1,0,0,0
mutilated,0,0,1,0,0,1,0,0,0,0
mutilation,1,0,1,1,0,1,0,1,0,0
mutiny,1,0,1,1,0,1,0,0,1,0
mutter,1,0,0,0,0,1,0,0,0,0
muzzle,0,0,0,1,0,1,0,0,0,0
myopia,1,0,0,0,0,1,0,1,0,0
mysterious,0,1,0,1,0,0,0,0,1,0
mystery,0,1,0,0,0,0,0,0,1,0
nab,0,0,0,0,0,1,0,0,1,0
nag,1,0,0,0,0,1,0,0,0,0
nameless,0,0,1,0,0,1,0,0,0,0
nap,0,0,0,0,1,0,1,0,0,0
nappy,0,0,1,0,0,1,0,0,0,0
nasty,1,0,1,1,0,1,0,1,0,0
nausea,0,0,1,0,0,1,0,0,0,0
nauseous,0,0,1,0,0,1,0,1,0,0
navigable,0,1,0,0,0,0,1,0,0,0
navigator,0,1,0,0,0,0,0,0,0,1
nefarious,0,0,1,1,0,1,0,1,1,0
negation,1,0,0,0,0,1,0,0,0,0
negative,0,0,0,0,0,1,0,1,0,0
neglected,1,0,1,0,0,1,0,1,0,0
negotiate,0,0,0,0,0,0,1,0,0,1
negro,0,0,0,0,0,1,0,1,0,0
neighbor,0,1,0,0,0,0,1,0,0,1
nepotism,1,0,1,0,0,1,0,1,0,0
nervous,0,1,0,1,0,1,0,0,0,0
nestle,0,0,0,0,0,0,1,0,0,1
nether,1,0,0,1,0,1,0,1,0,0
nettle,1,0,1,0,0,1,0,0,0,0
neuralgia,0,0,0,1,0,1,0,1,0,0
neurosis,0,0,0,1,0,1,0,1,0,0
neurotic,0,0,1,1,0,1,0,0,0,0
neutral,0,1,0,0,0,0,0,0,0,1
newcomer,0,0,0,1,0,0,0,0,1,0
nicotine,0,0,1,0,0,1,0,0,0,0
nightmare,0,0,0,1,0,1,0,0,0,0
nobility,0,1,0,0,0,0,1,0,0,1
noble,0,0,0,0,0,0,1,0,0,1
nobleman,0,0,0,0,0,0,1,0,0,1
noisy,1,0,0,0,0,1,0,0,0,0
noncompliance,1,1,0,1,0,1,0,1,0,0
nonsensical,0,0,0,0,0,1,0,1,0,0
noose,0,0,0,0,0,1,0,1,0,0
notable,0,0,0,0,1,0,1,0,0,1
nothingness,0,0,0,0,0,1,0,1,0,0
notoriety,1,0,1,1,0,1,1,0,0,0
noxious,0,0,1,1,0,1,0,0,0,0
nuisance,1,0,0,0,0,1,0,0,0,0
nullify,0,0,0,0,0,1,0,0,1,0
numbness,0,0,0,0,0,1,0,1,0,0
nun,0,0,0,0,0,1,0,0,0,1
nurse,0,0,0,0,0,0,1,0,0,1
nursery,0,0,0,0,1,0,1,0,0,1
